name,income_group,pop_n,Urban,Basic,Limited,Unimproved,Surface,Basic,Limited,Unimproved,Surface,Basic,Limited,Unimproved,Surace,value_cnt,pop_u_val,Rural,pop_n (m),pop_n (m) rounded,wat_bas_n (rounded),pop_u (rounded),pop_r (rounded)
Estonia,High income,1326.53894,69.22900391,99.59078178,0,0.4092182232,0,NAN,NAN,NAN,NAN,99.98545421,0,0.01454579307,0,16,918.3496946,30.77099609,1326538.94,2,100,69,31
Mongolia,Lower middle income,3278.291992,68.65699768,85.49562527,2.14642893,6.633366714,5.724579081,61.07075114,3.084170572,17.58078116,18.26429713,96.64596558,1.718335079,1.635699341,0,16,2250.776857,31.34300232,3278291.992,4,85,69,31
Bolivia (Plurinational State of),Lower middle income,11673.0293,70.1230011,93.39007163,0.1365905296,1.575010843,4.898326997,79.93664283,0.2447364082,3.954133693,15.86448707,99.12211832,0.09051328947,0.5613453808,0.2260230112,16,8185.478464,29.8769989,11673029.3,12,93,70,30
Tunisia,Lower middle income,11818.61816,69.56800079,97.54330899,1.63135067,0.8253403378,0,93.93623193,3.351687357,2.71208071,0,99.12119763,0.8788023684,0,0,16,8221.976375,30.43199921,11818618.16,12,98,70,30
Ukraine,Lower middle income,43733.75781,69.60800171,93.92828195,5.671978717,0.07590450129,0.323834836,100,0,0,0,91.27727011,8.14845779,0.1090456533,0.4652264446,16,30442.19488,30.39199829,43733757.81,44,94,70,30
Botswana,Upper middle income,2351.625,70.8769989,92.21356307,4.72303897,1.732526476,1.330871481,79.04372386,15.15494718,1.596119156,4.20520981,97.62498058,0.4366200322,1.788579159,0.1498202281,16,1666.761225,29.1230011,2351625,3,92,71,29
Iraq,Upper middle income,40222.50391,70.89299774,98.35990325,0.8921603495,0.000002427900808,0.7479339713,94.83114678,2.599251339,0,2.569601877,99.80873103,0.19126897,0,0,16,28514.93879,29.10700226,40222503.91,41,98,71,29
Italy,High income,60461.82813,71.03899384,99.91703407,0,0.08296592591,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,42951.47436,28.96100616,60461828.13,61,100,71,29
New Caledonia,High income,285.4909973,71.51799774,99.30532057,0,0.6946794278,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,204.177445,28.48200226,285490.9973,1,99,72,28
Hungary,High income,9660.349609,71.94200134,99.99999747,0,0.000002527244192,0,100,0,0,0,100,0,0,0,16,6949.848845,28.05799866,9660349.609,10,100,72,28
El Salvador,Lower middle income,6486.201172,73.44400024,97.94657541,0.2072632319,0.3151739969,1.530987366,93.45439508,0.7804762049,0,5.765128712,99.57087001,0,0.4291299944,0,16,4763.725604,26.55599976,6486201.172,7,98,73,27
Sao Tome and Principe,Lower middle income,219.1609955,74.35400391,78.22645516,20.23798298,0.4435199284,1.09204193,74.30061449,19.71184258,1.729405704,4.258137228,79.5805429,20.4194571,0,0,16,162.9549752,25.64599609,219160.9955,1,78,74,26
Switzerland,High income,8654.618164,73.91500092,100.0000028,0,0,0,100,0,0,0,100,0,0,0,16,6397.061096,26.08499908,8654618.164,9,100,74,26
Czech Republic,High income,10708.98242,74.06100464,99.88059167,0,0.1194083325,0,99.8175993,0,0.1824006965,0,99.90265093,0,0.0973490679,0,16,7931.179967,25.93899536,10708982.42,11,100,74,26
Algeria,Lower middle income,43851.04297,73.73300171,94.43732996,4.985880842,0.5318366638,0.04495253272,90.03753791,8.79672214,0.9946030281,0.1711369258,96.00473586,3.628288591,0.3669755478,0,16,32332.69026,26.26699829,43851042.97,44,94,74,26
Cook Islands,NAN,17.56399918,75.49500275,99.97161022,0,0.0283897827,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,13.25994166,24.50499725,17563.99918,1,100,75,25
Russian Federation,Upper middle income,145934.4531,74.75400543,96.99254807,0.6219963766,2.38545555,NAN,91.54410196,1.583163513,6.872734531,NAN,98.83259961,0.2973899687,0.6700104236,0.2,16,109091.849,25.24599457,145934453.1,146,97,75,25
Bulgaria,Upper middle income,6948.444824,75.68599701,99.01141694,0,0.9885830607,0,97.40128797,0,2.598712031,0,99.5286704,0,0.4713296007,0,16,5258.999742,24.31400299,6948444.824,7,99,76,24
Iran (Islamic Republic of),Lower middle income,83992.95313,75.87400055,97.48263633,1.938311229,0.5137973631,0.06525508185,93.82873538,4.297948765,1.602839669,0.2704761905,98.64448672,1.188006671,0.1675066077,0,16,63728.81372,24.12599945,83992953.13,84,97,76,24
Turkey,Upper middle income,84339.07031,76.10500336,97.01426916,2.023078075,0.7376749545,0.2249778093,96.02516977,2.684574639,0.7882555911,0.502,97.32481783,1.815385203,0.7217969634,0.138,16,64186.25229,23.89499664,84339070.31,85,97,76,24
West Bank and Gaza Strip,Lower middle income,5101.416016,76.71899414,97.88039722,1.029979486,1.089623295,NAN,98.71555642,0.3174006273,0.9670429576,NAN,97.62696443,1.246217358,1.126818208,NAN,16,3913.755054,23.28100586,5101416.016,6,98,77,23
Cuba,Upper middle income,11326.61621,77.19400024,97.00269616,1.471384542,1.252811506,0.2731077963,94.38665114,2.591752445,1.905972935,1.115623477,97.77557664,1.1403859,1.059840374,0.02419708411,16,8743.468144,22.80599976,11326616.21,12,97,77,23
Malaysia,Upper middle income,32365.99805,77.15999603,97.09990707,0.3545396865,2.545553241,NAN,90.19744812,0.5444513971,9.258100478,NAN,99.14309591,0.2983242605,0.4685798319,0.09,16,24973.60281,22.84000397,32365998.05,33,97,77,23
Germany,High income,83783.94531,77.45300293,100.0000023,0,0,0,100,0,0,0,100,0,0,0,16,64893.18162,22.54699707,83783945.31,84,100,77,23
Marshall Islands,Upper middle income,59.19400024,77.79399109,88.57204698,11.387979,0.03997402585,0,94.42972,5.39028,0.18,0,86.9,13.1,0,0,16,46.04937527,22.20600891,59194.00024,1,89,78,22
Brunei Darussalam,High income,437.4830017,78.25000763,99.9000368,0,0.09996320036,0,NAN,NAN,NAN,NAN,99.65,0,0.35,0,16,342.3304822,21.74999237,437483.0017,1,100,78,22
Djibouti,Lower middle income,988.0020142,78.06199646,76.04992021,14.7574817,7.015876051,2.176722038,47.28073293,12.06161014,30.73550468,9.922152249,84.13501493,15.51511107,0.3498740029,0,16,771.2540973,21.93800354,988002.0142,1,76,78,22
Peru,Upper middle income,32971.84766,78.2970047,93.13936621,0.8495593511,4.150468349,1.860606087,80.79943849,1.596943771,9.612691163,7.990926578,96.55984408,0.6423932356,2.636408693,0.1613539953,16,25815.96911,21.7029953,32971847.66,33,93,78,22
Falkland Islands (Malvinas),NAN,3.48300004,78.50799561,95.3089274,0,4.691072596,0,78.17294282,0,21.82705718,0,100,0,0,0,16,2.734433518,21.49200439,3483.00004,1,95,79,21
Belarus,Upper middle income,9449.321289,79.48300171,96.53472608,3.37211955,0.09315436837,0,98.56412231,0.9955971951,0.4402804931,0,96.01087362,3.985572644,0.003553731977,0,16,7510.604202,20.51699829,9449321.289,10,97,79,21
Greece,High income,10423.05566,79.71500397,100.0000023,0,0,0,100,0,0,0,100,0,0,0,16,8308.739233,20.28499603,10423055.66,11,100,80,20
Palau,Upper middle income,18.09199905,80.98799896,99.6575455,0,0.3424544984,0,99.75698503,0,0.2430149677,0,99.63420199,0,0.3657980078,0,16,14.652348,19.01200104,18091.99905,1,100,81,19
Costa Rica,Upper middle income,5094.11377,80.77099609,99.81053693,0.1894594746,0.000003594451897,0,99.64625,0.35375,0,0,99.84965286,0.1503471429,0,0,16,4114.566434,19.22900391,5094113.77,6,100,81,19
Libya,Upper middle income,6871.287109,80.69100189,99.8915238,0,0.1084762012,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,5544.510411,19.30899811,6871287.109,7,100,81,19
Spain,High income,46754.78125,80.80999756,99.92561261,0,0.07438739142,0,100,0,0,0,99.90794521,0,0.09205479452,0,16,37782.53759,19.19000244,46754781.25,47,100,81,19
Colombia,Upper middle income,50882.88281,81.42499542,97.49165711,0.1861521591,0.9536162228,1.368574512,86.76707282,0.7312282016,5.13386897,7.367830005,99.9381928,0.0618072,0,0,16,41431.385,18.57500458,50882882.81,51,97,81,19
Republic of Korea,High income,51269.18359,81.41400146,99.93139665,0,0.06860335296,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,41740.29388,18.58599854,51269183.59,52,100,81,19
France,High income,65273.51172,80.97499847,99.9999985,0,0.00000149610841,0,100,0,0,0,100,0,0,0,16,52855.22512,19.02500153,65273511.72,66,100,81,19
Mexico,Upper middle income,128932.75,80.73099518,99.67956828,0,0.3204317169,0,98.33706893,0,1.662931067,0,100,0,0,0,16,104088.6922,19.26900482,128932750,129,100,81,19
Canada,High income,37742.15625,81.56200409,99.22181066,0,0.7781893369,0,99.0604959,0,0.9395041006,0,99.25827766,0,0.7417223371,0,16,30783.25902,18.43799591,37742156.25,38,99,82,18
Norway,High income,5421.242188,82.97399139,99.9999955,0,0.000004503407453,0,100,0,0,0,100,0,0,0,16,4498.221026,17.02600861,5421242.188,6,100,83,17
Dominican Republic,Upper middle income,10847.9043,82.54000092,96.68681192,0.4670386504,1.269428783,1.576720644,90.30446437,1.385315508,1.115118127,7.195101991,98.03689158,0.2727920359,1.302073396,0.3882429922,16,8953.860309,17.45999908,10847904.3,11,97,83,17
United States of America,High income,331002.6563,82.66400146,99.88352668,0,0.1164733182,0,99.67078734,0,0.3292126628,0,99.92814447,0,0.0718555296,0,16,273620.0406,17.33599854,331002656.3,332,100,83,17
Saudi Arabia,High income,34813.86719,84.28700256,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,29343.56513,15.71299744,34813867.19,35,100,84,16
United Kingdom,High income,67886.00781,83.90299988,99.99999856,0,0.00000143853282,0,100,0,0,0,100,0,0,0,16,56958.39705,16.09700012,67886007.81,68,100,84,16
French Guiana,NAN,298.6820068,85.81999969,93.78221635,0,6.217783652,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,256.3288973,14.18000031,298682.0068,1,94,86,14
Oman,High income,5106.62207,86.27599335,92.16802469,7.541419893,0.2604052036,0.03015021745,76.25077991,21.63212113,1.897409218,0.2196897375,94.7,5.3,0,0,16,4405.788918,13.72400665,5106622.07,6,92,86,14
Finland,High income,5540.717773,85.51700592,100.0000033,0,0,0,100,0,0,0,100,0,0,0,16,4738.255946,14.48299408,5540717.773,6,100,86,14
Australia,High income,25499.88086,86.24099731,99.96981182,0,0.03018817873,0,100,0,0,0,99.965,0,0.035,0,16,21991.35157,13.75900269,25499880.86,26,100,86,14
American Samoa,Upper middle income,55.1969986,87.15299988,99.77377166,0,0.2262283415,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,48.10584012,12.84700012,55196.9986,1,100,87,13
Greenland,High income,56.77199936,87.28200531,100.0000017,0,0,0,100,0,0,0,100,0,0,0,16,49.5517395,12.71799469,56771.99936,1,100,87,13
New Zealand,High income,4822.23291,86.6989975,100.0000013,0,0,0,100,0,0,0,100,0,0,0,16,4180.82759,13.3010025,4822232.91,5,100,87,13
United Arab Emirates,High income,9890.400391,87.04799652,99.965596,0,0.034404,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,8609.395388,12.95200348,9890400.391,10,100,87,13
Brazil,Upper middle income,212559.4063,87.07299805,99.32085299,0.1265490039,0.5525980099,NAN,95.94525953,0.9789509154,3.075789551,NAN,99.82200131,0,0.1779986949,0,16,185081.8477,12.92700195,212559406.3,213,99,87,13
Andorra,High income,77.26499939,87.91600037,100.0000037,0,0,0,100,0,0,0,100,0,0,0,16,67.92829715,12.08399963,77264.99939,1,100,88,12
Denmark,High income,5792.203125,88.11600494,100.0000011,0,0,0,100,0,0,0,100,0,0,0,16,5103.857992,11.88399506,5792203.125,6,100,88,12
Sweden,High income,10099.26953,87.97699738,99.82686763,0,0.1731323735,0,99.71937474,0,0.2806252626,0,99.84155768,0,0.1584423157,0,16,8885.03409,12.02300262,10099269.53,11,100,88,12
Chile,High income,19116.20898,87.72699738,99.99999872,0,0.000001277139333,0,100,0,0,0,100,0,0,0,16,16770.07615,12.27300262,19116208.98,20,100,88,12
Venezuela (Bolivarian Republic of),NAN,28435.94336,88.27899933,93.68580071,0.4707829181,5.843416373,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,25102.96625,11.72100067,28435943.36,29,94,88,12
Martinique,NAN,375.2650146,89.13999939,99.84197078,0,0.1580292158,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,334.5112317,10.86000061,375265.0146,1,100,89,11
Lebanon,Lower middle income,6825.441895,88.92499542,92.6,7.4,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,6069.523893,11.07500458,6825441.895,7,93,89,11
Saint Pierre and Miquelon,NAN,5.795000076,89.96199799,91.4,0,8.6,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,5.213297852,10.03800201,5795.000076,1,91,90,10
Bahrain,High income,1701.583008,89.50600433,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,1523.018961,10.49399567,1701583.008,2,100,90,10
Gabon,Upper middle income,2225.728027,90.09200287,85.3419306,7.735263103,6.922808357,NAN,44.74588901,10.51114859,44.7429624,NAN,89.80653917,7.42998076,2.763480072,NAN,16,2005.202958,9.90799713,2225728.027,3,85,90,10
Luxembourg,High income,625.9760132,91.4529953,99.87993254,0,0.1200674649,0,98.5952381,0,1.404761905,0,100,0,0,0,16,572.4738139,8.5470047,625976.0132,1,100,91,9
Jordan,Upper middle income,10203.13965,91.41799927,98.94030296,0.1462147369,0.8536474704,0.05983483179,97.31147869,0.6239465945,2.024714716,0.03986,99.09321259,0.1013669408,0.7437104707,0.06171,16,9327.506131,8.58200073,10203139.65,11,99,91,9
Northern Mariana Islands,High income,57.55699921,91.79799652,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,52.83617213,8.20200348,57556.99921,1,100,92,8
Netherlands,High income,17134.87305,92.23600006,99.99999929,0,0.000000712408621,0,100,0,0,0,100,0,0,0,16,15804.52152,7.76399994,17134873.05,18,100,92,8
Argentina,Upper middle income,45195.77734,92.11100006,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,99.79042065,0,0.2095793501,0,16,41630.28249,7.88899994,45195777.34,46,NAN,92,8
Japan,High income,126476.4609,91.78199768,99.07891245,0,0.9210875467,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,116082.6224,8.21800232,126476460.9,127,99,92,8
Israel,High income,8655.541016,92.58699799,100,0,0,0,100,0,0,0,100,0,0,0,16,8013.905587,7.41300201,8655541.016,9,100,93,7
Iceland,High income,341.25,93.897995,99.99999721,0,0.000002794650015,0,100,0,0,0,100,0,0,0,16,320.4269079,6.102005,341250,1,100,94,6
Puerto Rico,High income,2860.840088,93.58100128,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,2677.202799,6.41899872,2860840.088,3,100,94,6
Guam,High income,168.7830048,94.93800354,99.6952,0,0.3048,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,160.2392151,5.06199646,168783.0048,1,100,95,5
Malta,High income,441.5390015,94.7440033,100.0000004,0,0,0,100,0,0,0,100,0,0,0,16,418.3317262,5.2559967,441539.0015,1,100,95,5
United States Virgin Islands,High income,104.4229965,95.93900299,98.71826738,0,1.281732624,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,100.1823817,4.06099701,104422.9965,1,99,96,4
Uruguay,High income,3473.727051,95.51499939,99.49575756,0.5042424412,0,0,95.30083,4.69917,0,0,99.69273444,0.3072655617,0,0,16,3317.930372,4.48500061,3473727.051,4,99,96,4
San Marino,High income,33.93799973,97.49900055,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,33.08921054,2.50099945,33937.99973,1,100,97,3
Guadeloupe,NAN,400.1270142,98.49899292,99.80312604,0,0.1968739613,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,394.1210794,1.50100708,400127.0142,1,100,98,2
Belgium,High income,11589.61621,98.07899475,99.99999645,0,0.000003554796791,0,100,0,0,0,100,0,0,0,16,11366.97907,1.92100525,11589616.21,12,100,98,2
Qatar,High income,2881.060059,99.23500061,99.56810194,0,0.4318980637,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,2859.019967,0.76499939,2881060.059,3,100,99,1
Saint Barthelemy,NAN,9.885,100,100,0,0,0,NAN,NAN,NAN,NAN,100,0,0,0,16,9.885,0,9885,1,100,100,0
Nauru,High income,10.83399963,100,100,0,0,0,NAN,NAN,NAN,NAN,100,0,0,0,16,10.83399963,0,10833.99963,1,100,100,0
Gibraltar,High income,33.69100189,100,100,0,0,0,NAN,NAN,NAN,NAN,100,0,0,0,16,33.69100189,0,33691.00189,1,100,100,0
Saint Martin (French part),High income,38.659,100,99.99927139,0,0.0007286105507,0,NAN,NAN,NAN,NAN,99.99927139,0,0.0007286105507,0,16,38.659,0,38659,1,100,100,0
Monaco,High income,39.24399948,100,100,0,0,0,NAN,NAN,NAN,NAN,100,0,0,0,16,39.24399948,0,39243.99948,1,100,100,0
Bermuda,High income,62.27299881,100,99.90314002,0,0.09685998294,0,NAN,NAN,NAN,NAN,99.90314002,0,0.09685998294,0,16,62.27299881,0,62272.99881,1,100,100,0
"China, Macao SAR",High income,649.34198,100,100,0,0,0,NAN,NAN,NAN,NAN,100,0,0,0,16,649.34198,0,649341.98,1,100,100,0
Réunion,NAN,895.3079834,99.65900421,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,892.2550209,0.34099579,895307.9834,1,100,100,0
Kuwait,High income,4270.562988,100,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16,4270.562988,0,4270562.988,5,100,100,0
Singapore,High income,5850.342773,100,100,0,0,0,NAN,NAN,NAN,NAN,100,0,0,0,16,5850.342773,0,5850342.773,6,100,100,0
"China, Hong Kong SAR",High income,7496.987793,100,100,0,0,0,NAN,NAN,NAN,NAN,100,0,0,0,16,7496.987793,0,7496987.793,8,100,100,0
Total,,7786695.108,13182.08506,18961.46911,815.5709878,916.6363022,394.6771645,13297.98431,957.1962579,1432.090883,671.6223024,16570.72196,574.3217644,300.7874117,54.16886806,,4375308.463,8117.914939,,,,,8118
Maximum,,,,100.0000037,37.42696287,33.53911377,30.36979308,100,42.16438068,51.21598167,40.51813242,100,34.27978009,19.83580681,6.362160532,,,,,,100,,0
Minimum,,,,37.20240205,0,0,0,11.64645233,0,0,0,49.66166495,0,0,0,,,,,,37,,0
Mean,,,,89.86478253,3.865265345,4.364934773,1.934691983,81.08527016,5.836562548,8.732261484,4.224039638,94.68983975,3.281838654,1.71878521,0.3131148443,,,,,,89.86729858,,0
Median,,,,97.3481397,0.4707829181,0.8394939041,0,90.73161683,1.812330835,3.229749713,0.2196897375,98.10662849,0.5,0.3498740029,0,,,,,,97,,0
Mode,,,,100,0,0,0,100,0,0,0,100,0,0,0,,,,,,100,,0
Q1,,,,85.64331096,0,0.03365733397,0,64.8254211,0,0.1584109169,0,92.56287752,0,0,0,,,,,,85.5,,0
Q3,,,,99.88752524,4.980450148,5.279309922,1.931389712,99.14328736,8.740488389,14.07616061,6.222266064,99.95711092,4.047572012,2.125395951,0.1609419177,,,,,,100,,0
Interquartile range,,,,14.24421428,4.980450148,5.245403699,1.931389712,34.07613153,8.740488389,13.91635882,6.222266064,7.189061065,4.047572012,2.125395951,0.1609419177,,,,,,14.5,,0
Standard Deviation,,,,15.0874269,6.960846633,7.14997638,3.981002041,22.07385776,8.704765846,11.82849434,6.847951395,8.03886161,5.63506705,3.23457032,0.8696316426,,,,,,15.11452855,,0
